Date,GPUClock[MHz],MemoryClock[MHz],GPUTemperature[C],GPUTemperature(HotSpot)[C],FanSpeed(%)[%],FanSpeed(RPM)[RPM],GPULoad[%],MemoryControllerLoad[%],MemoryUsed(Dedicated)[MB],MemoryUsed(Dynamic)[MB],GPUChipPowerDraw[W],GPUVoltage[V],CPUTemperature[C],SystemMemoryUsed[MB]
2022-07-15T21:39:00Z,66.0,1988.0,63.0,63.0,63,2110,2,0,6054,698,19.0,0.668,56.0,12255
2022-07-15T21:39:01Z,99.0,1988.0,62.0,63.0,63,2102,4,0,6054,698,19.0,0.668,55.0,12253
2022-07-15T21:39:02Z,133.0,1988.0,62.0,62.0,63,2088,5,0,6054,698,19.0,0.668,55.0,12250
2022-07-15T21:39:03Z,93.0,1986.0,62.0,62.0,62,2073,4,0,6054,698,19.0,0.668,55.0,12254
2022-07-15T21:39:04Z,97.0,1988.0,61.0,62.0,62,2060,3,0,6054,762,19.0,0.668,64.0,12230
2022-07-15T21:39:05Z,180.0,1986.0,61.0,62.0,62,2047,7,0,6054,762,19.0,1.150,60.0,12295
2022-07-15T21:39:06Z,175.0,1978.0,61.0,61.0,61,2031,7,0,6054,762,19.0,0.668,61.0,12271
2022-07-15T21:39:07Z,107.0,1986.0,60.0,61.0,61,2017,4,0,6054,762,19.0,0.668,59.0,12275
2022-07-15T21:39:08Z,106.0,1986.0,60.0,61.0,60,2011,3,0,6055,794,19.0,0.668,58.0,12220
2022-07-15T21:39:09Z,83.0,1988.0,60.0,61.0,60,1996,3,0,6055,794,19.0,0.668,59.0,12160
2022-07-15T21:39:10Z,185.0,1986.0,60.0,60.0,60,1993,6,0,6054,730,19.0,1.150,56.0,12159
2022-07-15T21:39:11Z,146.0,1988.0,60.0,60.0,59,1974,4,0,6006,730,19.0,0.668,54.0,12135
2022-07-15T21:39:12Z,99.0,1988.0,60.0,60.0,59,1962,2,0,5990,730,19.0,0.668,56.0,12153
2022-07-15T21:39:13Z,108.0,1988.0,59.0,59.0,59,1948,3,0,5990,698,19.0,0.668,56.0,12156
2022-07-15T21:39:14Z,122.0,1986.0,59.0,59.0,58,1938,2,0,5990,698,19.0,0.668,56.0,12152
2022-07-15T21:39:15Z,90.0,1976.0,59.0,59.0,58,1925,2,0,5990,698,19.0,1.150,57.0,12154
2022-07-15T21:39:16Z,54.0,1976.0,59.0,59.0,57,1913,1,0,5990,698,18.0,1.150,60.0,12124
2022-07-15T21:39:17Z,87.0,1982.0,58.0,59.0,57,1902,3,0,5990,698,19.0,0.668,58.0,12081
2022-07-15T21:39:18Z,111.0,1984.0,58.0,59.0,57,1888,3,0,5990,698,19.0,0.668,57.0,12086
2022-07-15T21:39:19Z,116.0,1986.0,58.0,58.0,57,1882,3,0,5990,698,19.0,0.668,58.0,12053
2022-07-15T21:39:20Z,103.0,1986.0,58.0,59.0,56,1864,2,0,5990,698,19.0,0.668,56.0,12050
2022-07-15T21:39:22Z,118.0,1984.0,57.0,58.0,56,1858,1,0,5990,698,19.0,0.668,58.0,12049
2022-07-15T21:39:23Z,145.0,1986.0,58.0,58.0,55,1846,3,0,5990,698,19.0,0.668,57.0,12049
2022-07-15T21:39:24Z,143.0,1988.0,57.0,58.0,55,1835,3,0,5968,720,19.0,0.668,53.0,12072
